1.15;0.94;1.31;1.05;1.37;1.58;0.79;1.08;0.86;1.83;2.02;0.98;1.36
0.86;1.39;0.92;0.83;0.7;1.08;1.24;1.29;1.83;1.81;1.55;0.92;1.93
1.17;1.56;2.09;4.98;1.27;1.61;2.44;4.66;0.95;1.74;1.28;2.08;2.96
1.42;1.28;2.1;2.86;0.68;1.08;1;1.46;0.82;1.1;1.28;0.67;0.99
1.47;1.68;2.47;1.11;1.03;0.76;0.9;1.52;1.97;1.39;0.78;1.05;1.53
1.61;1.32;0.84;0.92;0.84;0.54;0.71;1.06;1.02;1.66;1.06;1.02;1.13
1.51;2.16;1.59;1.39;1.47;0.14;1.29;1.33;1.95;2.07;1.3;2.01;0.94
1.31;1.14;1.69;1.86;0.86;0.83;1.26;0.94;1.02;0.97;1.23;1.89;1.15
